compound,spacegroup_relax,Pearson_symbol_relax,Egap,Egap_type,volume_atom,density,volume_cell,agl_debye,agl_acoustic_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_conductivity_300K,agl_thermal_expansion_300K,agl_bulk_modulus_isothermal_300K,agl_bulk_modulus_static_300K,natoms,nspecies,energy_atom,enthalpy_formation_atom
P4Sc12,62,oP16,0.0,metal,21.957,3.13552,351.312,455.003,180.567,1.85144,43.989,42.9832,5.17823,4.18581e-05,73.9927,75.7241,16,2,-5.98393,
P4Ti4,194,hP8,0.0,metal,16.1741,4.04884,129.393,577.946,289.0,1.90906,20.465,20.1019,13.5532,3.14399e-05,128.647,130.97,8,2,-6.23171,
P4V4Zr4,62,oP12,0.0,metal,15.5592,6.15925,186.71,546.083,238.487,2.02105,31.2087,30.7025,11.1174,2.71354e-05,166.995,169.748,12,3,-7.88154,
P4V8,62,oP12,0.0,metal,13.0068,5.65383,156.081,596.852,260.764,2.02045,30.2959,29.7963,10.519,2.7618e-05,189.977,193.163,12,2,-6.79842,
P4W12,82,tI32,0.0,metal,15.0523,16.0658,240.836,338.992,134.532,2.04934,45.6417,45.1094,5.30171,1.90879e-05,277.213,280.484,16,2,-9.3477,
P4W2,36,oS12,0.0,metal,15.0665,9.03012,90.399,520.913,286.717,2.06349,15.8263,15.577,20.5636,2.57568e-05,189.298,192.329,6,2,-7.4821,
P4Zn6,224,cP10,0.0,metal,17.8704,4.79636,178.704,358.801,166.633,2.12964,29.3554,28.0402,2.99174,7.22041e-05,62.9698,65.9234,10,2,-2.55814,
P4Zr4,194,hP8,0.0,metal,18.811,5.39333,150.488,475.977,238.0,1.93679,21.6224,21.2642,11.9255,2.8843e-05,130.323,132.518,8,2,-8.35803,-1.42413
P6Sr6,189,hP12,0.4545,insulator-indirect,28.6265,3.43964,343.519,304.983,133.221,1.94309,35.5031,34.2709,2.65588,6.08976e-05,43.6247,45.1933,12,2,-4.59621,-1.09237
P7Pd9Zr5,38,oS42,0.0,metal,15.8108,8.15457,332.027,345.022,125.049,2.26123,60.5892,59.1102,2.04678,3.65705e-05,150.343,154.105,21,3,-5.91874,
P7Ru12Sc2,174,hP21,0.0,metal,14.048,8.55332,295.009,467.922,169.631,2.2096,56.9961,56.0417,4.80397,2.55623e-05,225.273,229.11,21,3,-6.326,
P8Pa6,220,cI28,0.0,metal,20.2762,9.55863,283.866,315.036,130.698,2.02341,40.5775,39.8143,4.2331,3.13287e-05,124.762,127.153,14,2,-8.4004,
P8Pt4,205,cP12,0.876,insulator-indirect,15.767,9.02354,189.203,461.995,201.797,2.32641,32.8849,32.1333,7.39102,3.32869e-05,162.746,166.552,12,2,-5.4788,
P8Rh4,14,mP12,0.2576,insulator-indirect,15.2149,5.99729,182.579,541.854,236.74,2.24243,31.471,30.7963,8.20638,3.24476e-05,158.632,162.108,12,2,-5.57604,
P8Ru2,14,mP10,0.877,insulator-indirect,15.7301,4.74968,157.301,601.021,278.959,2.21121,25.3652,24.7852,10.778,3.51663e-05,135.126,138.289,10,2,-5.9493,
P8Sc12,62,oP20,0.0,metal,19.8862,3.28691,397.723,499.975,184.202,1.92059,53.6901,52.5051,5.01961,3.90065e-05,88.7973,90.8014,20,2,-6.46301,
P8Sc12,62,oP20,0.0,metal,19.9694,3.2732,399.389,510.075,187.886,1.92423,53.4142,52.2295,5.31467,3.90997e-05,87.8864,89.8797,20,2,-6.45289,
P8Si4,205,cP12,0.0,metal,15.7613,3.16182,189.136,641.021,279.983,2.20566,29.8233,28.9897,7.77965,4.33452e-05,105.948,108.994,12,2,-5.52482,-0.167482
P8Th6,220,cI28,0.1344,insulator-indirect,24.4964,7.94085,342.95,308.988,128.208,1.95438,40.6118,39.8956,4.60575,3.03718e-05,103.22,105.073,14,2,-7.0701,
P8Ti4,62,oP12,0.0,metal,14.8704,4.08881,178.445,608.046,265.568,1.91257,30.1874,29.597,10.828,3.47005e-05,124.32,126.799,12,2,-5.96744,
Pa1Pt5,216,cF24,0.0,metal,17.3933,19.1973,104.36,327.954,180.505,2.47701,17.3311,16.9879,8.88295,2.69873e-05,205.379,209.527,6,2,-5.32382,
Pa1Rh3,221,cP4,0.0,metal,16.5458,13.5425,66.1832,319.067,200.957,2.3061,11.5924,11.3616,8.26408,2.91827e-05,185.295,189.059,4,2,-6.23746,
Pa2Sb4,129,tP6,0.0,metal,27.4343,9.57429,164.606,224.031,123.272,2.09624,17.9607,17.524,3.71887,3.92233e-05,78.2586,80.2087,6,2,-6.43904,
Pa6Sb8,220,cI28,0.0,metal,27.5618,10.1571,385.866,219.971,91.2809,2.21238,42.0425,40.9283,1.8987,4.08842e-05,78.6299,80.7704,14,2,-6.95453,
Pb1Pd3,221,cP4,0.0,metal,17.1891,12.7131,68.7566,235.939,148.671,2.71024,12.213,11.6564,2.33679,5.76734e-05,108.891,114.09,4,2,-3.26199,
Pb1Pt3,221,cP4,0.0,metal,17.2484,19.0732,68.9936,183.966,115.913,2.71976,12.1889,11.7861,1.65327,4.1361e-05,153.868,159.127,4,2,-3.76984,
Pb1Pt5Si1,123,tP7,0.0,metal,16.5341,17.3708,115.739,227.952,119.189,2.56733,21.0119,20.4279,2.10918,3.65844e-05,170.634,175.513,7,3,-4.31571,
Pb1Pu3,221,cP4,0.0,metal,27.0429,14.4204,108.171,141.061,88.8244,1.94341,12.3085,11.8742,2.12734,6.06308e-05,48.6455,50.4246,4,2,-11.6823,
Pb1S1,225,cF8,0.4644,insulator-direct,27.0597,7.34119,54.1194,220.024,174.614,2.00364,6.07147,5.84906,6.10266,6.20254e-05,48.073,49.9009,2,2,-4.45595,-0.540416
Pb1S1,221,cP2,0.0,metal,24.3757,8.14954,48.7513,151.04,119.849,1.89788,6.13929,5.9278,2.14132,6.1916e-05,51.034,52.8548,2,2,-4.20142,-0.285892
Pb1S1,187,hP2,0.0,metal,27.0663,7.3394,54.1326,152.971,121.436,1.89058,6.13543,5.92671,2.33542,6.11997e-05,45.8651,47.4804,2,2,-4.33283,-0.417303
Pb1Se1,221,cP2,0.0,metal,26.9065,8.83023,53.8129,110.956,88.1008,1.98822,6.20208,5.96113,0.951503,6.72466e-05,44.309,46.1,2,2,-3.92298,-0.329298
Pb1Se1,225,cF8,0.4035,insulator-direct,29.8996,7.94626,59.7992,194.003,153.978,2.07212,6.13049,5.88266,4.81341,6.63452e-05,42.1708,43.9474,2,2,-4.16179,-0.568105
Pb1Te1,221,cP2,0.0,metal,31.7131,8.76527,63.4263,107.995,85.7197,1.91396,6.19169,5.96311,1.17683,6.58984e-05,37.1346,38.5581,2,2,-3.60412,-0.181063
Pb1Te1,225,cF8,0.7989,insulator-direct,35.241,7.88781,70.482,171.99,136.516,2.0871,6.16514,5.90773,4.08023,6.84515e-05,34.9002,36.4209,2,2,-3.83155,-0.408498
Pb26Rh8Sr6,223,cP40,0.0,metal,27.0546,10.3362,1082.19,161.027,47.0767,2.34194,124.179,118.395,0.325357,6.82871e-05,51.2922,53.7981,40,3,-3.75832,
Pb2Pd4Tb4,127,tP10,0.0,metal,22.7696,10.762,227.696,185.047,85.8694,2.16503,30.4449,29.4601,1.2204,5.07922e-05,75.4084,77.9293,10,3,-4.50747,
Pb2Pd4Y4,127,tP10,0.0,metal,22.6952,8.74803,226.952,205.953,95.6167,2.15815,30.313,29.3352,1.3742,5.07754e-05,74.9973,77.4971,10,3,-5.2375,
Pb2S12Ta6,193,hP20,0.0,metal,22.2799,7.02382,445.598,366.042,134.836,2.00282,56.9483,55.8293,4.46353,3.31524e-05,103.798,105.878,20,3,-6.92428,
Pb2S2,194,hP4,0.0373,insulator-direct,27.3612,7.2603,109.445,205.989,129.772,2.03388,12.1987,11.7364,3.06669,6.32623e-05,47.3425,49.2075,4,2,-4.39554,-0.480006
Pb2Se4,140,tI12,0.0,metal,27.6857,7.29976,166.114,183.938,101.259,2.12312,18.4568,17.6857,1.55008,6.70586e-05,46.3312,48.3514,6,2,-3.88446,
Pb2Sr2Zn2,194,hP6,0.0,metal,29.9358,6.6601,179.615,206.095,113.366,2.17588,18.7601,17.6149,2.09338,9.79212e-05,29.4733,31.3895,6,3,-2.33101,
Pb2Te6Tl8,140,tI32,0.1073,insulator-direct,33.5723,8.70203,537.157,135.912,53.9716,2.26271,51.3276,47.562,0.437946,0.000112445,24.4017,26.3337,16,3,-3.15168,-0.329193
Pb2Th2,141,tI8,0.0,metal,32.5312,11.2104,130.125,151.016,95.124,2.16515,12.1989,11.8558,2.04598,4.39249e-05,61.8244,63.6135,4,2,-5.3499,
Pb2V6,223,cP8,0.0,metal,16.219,9.21505,129.752,246.005,123.0,2.04348,23.7479,23.23,2.05604,3.60309e-05,138.983,142.083,8,2,-5.45063,
Pb3Pr1,221,cP4,0.0,metal,28.9273,10.9427,115.709,151.958,95.754,2.17177,12.3718,11.8562,1.73445,6.57488e-05,46.0808,48.0844,4,2,-3.64598,
Pb3Rh3,191,hP6,0.0,metal,21.3175,12.078,127.905,238.039,130.976,2.54085,18.1172,17.4682,2.65614,4.80383e-05,98.9852,102.663,6,2,-3.95992,
Pb3Tb1,221,cP4,0.0,metal,29.07,11.1463,116.28,95.0241,59.8462,2.09741,12.4357,11.9431,0.468345,6.46737e-05,45.1776,47.0409,4,2,-4.22624,
Pb3Th1,221,cP4,0.0,metal,30.8115,11.5014,123.246,87.0308,54.8066,2.26626,12.4453,11.9528,0.338472,5.91987e-05,51.1625,53.2703,4,2,-4.58419,
Pb3U1,221,cP4,0.0,metal,29.3519,12.1581,117.408,142.989,90.0844,2.31707,12.4872,11.875,1.42126,7.2659e-05,44.1068,46.3804,4,2,-4.94166,
Pb3Yb1,221,cP4,0.0,metal,30.1268,10.9498,120.507,165.058,103.943,2.02566,12.4061,11.8327,2.73178,7.88337e-05,33.9764,35.6228,4,2,-3.375,
Pb4Pt2,140,tI12,0.0,metal,24.0404,14.0331,144.242,126.973,69.8908,2.4278,18.6483,17.8495,0.60839,6.0366e-05,67.6493,70.6765,6,2,-3.84467,
Pb4S4,225,cF8,0.4704,insulator-direct,27.1253,7.32345,217.002,219.985,110.0,2.00502,24.2819,23.3942,2.4157,6.19442e-05,48.0924,49.9172,8,2,-4.45628,
Pb4S4,31,oP4,0.4542,insulator-indirect,27.0263,7.35027,216.21,310.955,195.918,2.00053,11.5862,11.3893,10.8818,2.86233e-05,100.867,102.611,8,2,-4.45586,-0.540333
Pb4Sr8,62,oP12,0.0,metal,39.7103,5.33075,476.523,153.993,67.2657,1.95121,37.5177,35.5639,0.813002,9.17678e-05,21.6838,22.8751,12,2,-2.90623,-0.548969
Pb4Y2,63,oS12,0.0,metal,28.7167,9.70121,172.3,179.009,98.5075,2.10676,18.4076,17.6993,2.03079,6.23179e-05,47.1412,49.0276,6,2,-5.01754,-0.393349
Pb6Tb10,193,hP16,0.0,metal,29.9065,9.8294,478.504,211.961,84.1323,2.03533,48.3084,46.872,2.01516,4.95064e-05,55.2807,56.9749,16,2,-4.82989,
Pd16S7,217,cI46,0.0,metal,16.0073,8.69049,368.168,220.929,77.7111,2.56661,70.1638,67.2592,0.417194,5.50642e-05,116.69,121.73,23,2,-3.41111,
Pd1Sb1Sc1,216,cF12,0.0713,insulator-indirect,21.9921,6.87372,65.9764,287.064,198.995,2.20792,8.87421,8.61434,5.94859,4.49824e-05,87.7124,90.3585,3,3,-4.99252,
Pd1Sb1Yb1,216,cF12,0.0,metal,24.9126,8.91373,74.7377,158.991,110.244,2.27645,9.29575,8.8828,1.44375,6.66318e-05,56.3306,58.9494,3,3,-3.46622,
Pd1Sc1,221,cP2,0.0,metal,18.7429,6.70472,37.4859,284.994,226.205,2.15905,5.91913,5.7454,6.31669,4.61701e-05,98.044,101.009,2,2,-4.80361,
Pd1Sn3Sr1,107,tI10,0.0,metal,27.7566,6.58182,138.783,155.003,90.6445,2.35881,15.5951,14.8165,0.753227,7.24349e-05,47.9344,50.4535,5,3,-3.63874,
Pd1Ti1,221,cP2,0.0,metal,16.4183,7.80293,32.8365,171.995,136.516,2.12498,6.05163,5.90555,1.40112,3.81864e-05,137.521,140.923,2,2,-4.2085,
Pd1Ti2,139,tI6,0.0,metal,16.8711,6.63385,50.6133,360.948,250.303,2.01841,8.57245,8.39133,9.75943,3.5405e-05,128.721,131.499,3,2,-4.53036,
Pd1Yb1,221,cP2,0.0,metal,21.8006,10.6424,43.6013,162.943,129.373,1.83927,6.14191,5.91676,3.26732,6.7925e-05,49.4472,51.3288,2,2,-2.61529,
Pd1Zn1,123,tP2,0.0,metal,13.8994,10.2612,27.7988,310.034,246.047,2.47355,5.95339,5.70528,6.23748,5.77223e-05,119.809,125.019,2,2,-2.21903,
Pd1Zr2,139,tI6,0.0,metal,20.2039,7.91318,60.6116,292.978,203.155,1.9703,8.76271,8.59342,8.32751,3.29961e-05,116.175,118.464,3,2,-7.0414,
Pd2Sb2,194,hP4,0.0,metal,20.8923,9.0668,83.5691,204.989,129.142,2.47232,12.1904,11.7368,1.7239,5.13074e-05,92.8031,96.3894,4,2,-3.8552,
Pd2Sb2Tb2,194,hP6,0.0,metal,22.9837,9.32189,137.902,225.982,124.373,2.21979,18.0523,17.5188,2.59722,4.51181e-05,85.7892,88.4016,6,3,-4.85157,
Pd2Sb4U2,129,tP8,0.0,metal,23.752,10.2758,190.016,239.067,119.5,2.28619,23.977,23.2813,2.73859,4.29368e-05,89.7959,92.4792,8,3,-5.54182,
Pd2Sc1Sn1,225,cF16,0.0,metal,18.2602,8.5583,73.0406,255.002,160.64,2.35077,11.992,11.5933,2.92126,4.81355e-05,105.938,109.582,4,3,-4.4067,
Pd2Sc2Zn2,63,oS12,0.0,metal,17.6315,6.80407,105.789,298.084,163.996,2.11728,17.7431,17.1704,3.39178,5.18522e-05,90.164,93.1711,6,3,-3.46649,
Pd2Se4Tl4,55,oP10,0.0,metal,26.7436,8.3582,267.436,128.082,59.4123,2.35574,31.6591,29.7529,0.324234,8.82379e-05,40.6623,43.2673,10,3,-3.27108,
Pd2Si2Sr1,139,tI10,0.0,metal,18.6869,6.33741,93.4346,309.853,181.289,2.26414,14.7664,14.2544,3.74831,5.221e-05,90.3316,93.5762,5,3,-4.30002,
Pd2Si2Tb1,139,tI10,0.0,metal,17.1346,8.2936,85.6732,329.064,192.4,2.19868,14.5349,14.1562,5.56406,4.01427e-05,123.655,126.963,5,3,-5.091,
Pd2Si2Th1,139,tI10,0.0,metal,18.3726,9.05637,91.8631,338.01,197.664,2.25144,14.4459,14.109,6.85966,3.50507e-05,135.231,138.461,5,3,-5.41334,
Pd2Si2U1,139,tI10,0.0,metal,17.7159,9.50443,88.5793,301.965,176.611,2.32174,14.7227,14.2874,4.58134,4.33373e-05,117.898,121.49,5,3,-5.74561,
Pd2Si2Yb1,139,tI10,0.0,metal,17.6929,8.29686,88.4644,279.107,163.16,2.26654,14.9,14.3934,3.3065,5.10688e-05,99.6725,103.181,5,3,-4.23215,
Pd2Sn1Tb1,225,cF16,0.0,metal,19.7712,10.2972,79.0849,162.066,102.054,2.34769,12.2623,11.8347,1.00417,5.05452e-05,95.0901,98.5259,4,3,-4.29051,
Pd2Sn1Y1,225,cF16,0.0,metal,19.6318,8.88971,78.5272,198.943,125.362,2.33949,12.1707,11.7518,1.60686,5.0089e-05,95.1106,98.5006,4,3,-4.7519,
Pd2Sr2,63,oS8,0.0,metal,27.1264,5.93846,108.506,204.074,128.512,2.09555,12.3607,11.7452,2.2687,8.17184e-05,37.3989,39.3589,4,2,-2.83025,
Pd2Sr2Tl4,63,oS16,0.0,metal,26.556,9.4226,212.448,143.031,71.5,2.50364,25.6345,23.7568,0.514134,0.00010178,37.7212,40.7026,8,3,-2.72202,
Pd2Ta1,71,oI6,0.0,metal,15.9532,13.6615,47.8595,291.941,202.461,2.28791,8.77054,8.59467,7.50289,2.96077e-05,190.026,193.915,3,2,-5.55818,
Pd2Ta2,129,tP4,0.0,metal,16.8284,14.177,67.3136,299.047,188.358,2.14457,11.6232,11.4324,8.52727,2.57899e-05,193.171,196.395,4,2,-6.72886,
Pd2Tb2,63,oS8,0.0,metal,22.5556,9.76661,90.2224,200.992,126.622,2.01592,12.0697,11.7438,3.01664,4.53923e-05,79.158,81.3549,4,2,-4.54911,
Pd2Ti1,71,oI6,0.0,metal,15.7052,9.18811,47.1155,251.981,174.727,2.29315,8.93807,8.70009,3.16581,3.93268e-05,146.945,150.964,3,2,-4.03347,
Pd2Y2,63,oS8,0.0,metal,22.5158,7.2019,90.0632,231.923,146.151,2.04066,11.9891,11.6598,3.32485,4.56632e-05,79.1118,81.3463,4,2,-5.46115,
Pd2Zr1,139,tI6,0.0,metal,17.3361,9.70687,52.0082,253.975,176.114,2.20891,8.90245,8.69345,4.23752,3.5949e-05,140.02,143.386,3,2,-5.34611,
Pd3Pu1,221,cP4,0.0,metal,17.1546,13.6307,68.6185,217.995,137.331,2.51187,12.0954,11.7005,2.3161,4.42162e-05,132.544,137.017,4,2,-5.53609,
Pd3Sc1,221,cP4,0.0,metal,16.282,9.28471,65.1281,334.043,210.407,2.37057,11.6761,11.3097,6.00566,4.50138e-05,124.921,128.968,4,2,-4.13487,
Pd3Sc3Sn3,189,hP9,0.0,metal,20.4245,7.31837,183.82,292.024,140.379,2.26808,26.6682,25.8082,2.73852,4.83292e-05,90.2694,93.2775,9,3,-4.64074,
Pd3Sn1,221,cP4,0.0,metal,16.5508,10.9834,66.2031,264.97,166.94,2.63819,12.0384,11.5657,2.87894,5.07866e-05,124.225,129.303,4,2,-3.4001,
Pd3Ta1,139,tI8,0.0,metal,15.4828,13.4103,61.9313,322.028,202.847,2.37629,11.6067,11.3513,7.22395,3.12767e-05,190.36,194.643,4,2,-4.96281,
Pd3Tb1,221,cP4,0.0,metal,17.3471,11.442,69.3886,276.965,174.499,2.35807,11.9093,11.5208,4.65134,4.72467e-05,112.324,116.112,4,2,-4.06977,
Pd3Ti1,221,cP4,0.0,metal,15.197,10.028,60.7882,345.018,217.336,2.41145,11.5809,11.2628,6.2836,3.86184e-05,158.023,162.485,4,2,-3.82265,
Pd3Tl1,139,tI8,0.0,metal,16.7958,12.9409,67.183,213.942,134.812,2.72151,12.293,11.7187,1.70548,5.85405e-05,111.239,116.69,4,2,-2.84599,
Pd3V1,139,tI8,0.0,metal,14.5345,10.572,58.138,302.092,190.248,2.44483,11.7586,11.4299,4.07099,3.87746e-05,168.398,173.241,4,2,-3.77861,
Pd3Y1,221,cP4,0.0,metal,17.4139,9.72893,69.6558,301.875,190.248,2.33982,11.8129,11.4324,5.23858,4.6938e-05,111.159,114.858,4,2,-4.49867,
Pd3Yb1,221,cP4,0.0,metal,17.5582,11.6382,70.2328,179.963,113.393,2.4794,12.4002,11.7999,1.18048,6.73189e-05,84.6333,88.939,4,2,-2.86762,
Pd3Zr1,221,cP4,0.0,metal,16.205,10.514,64.8199,333.913,210.407,2.3688,11.6046,11.3063,6.77029,3.67706e-05,153.167,157.208,4,2,-4.87083,
Pd4S4Sb4,198,cP12,0.0,metal,20.4713,7.0357,245.655,258.111,112.692,2.31085,36.0179,34.7528,1.4433,5.17541e-05,86.609,89.7617,12,3,-4.03243,
Pd4Sb4Se4,198,cP12,0.0,metal,21.9844,7.73227,263.813,232.095,101.335,2.33102,36.3049,34.9919,1.24442,5.28499e-05,80.2818,83.2944,12,3,-3.83878,
Pd4Sb4Se4,198,cP12,0.0,metal,21.9682,7.73797,263.619,234.972,102.646,2.33362,36.2891,34.9709,1.29034,5.29699e-05,80.2083,83.2319,12,3,-3.83879,
Pd4Sb4Sr2,129,tP10,0.0,metal,23.7658,7.60083,237.658,174.022,80.7636,2.31863,30.7384,29.5302,0.654346,5.76503e-05,68.6844,71.4947,10,3,-3.84687,
Pd4Sb4Te4,198,cP12,0.0,metal,24.2561,8.11807,291.073,214.941,93.9099,2.35233,36.49,35.1383,1.16225,5.35096e-05,73.0494,75.8595,12,3,-3.67874,
Pd4Sb4Zr4,62,oP12,0.0,metal,19.9105,8.87851,238.926,249.044,108.761,2.27385,35.7294,34.8213,1.63264,3.78718e-05,119.976,123.105,12,3,-5.86905,
Pd4Sb8,205,cP12,0.0,metal,23.464,8.2541,281.568,192.955,84.3005,2.40083,36.6684,35.3015,0.782125,5.29081e-05,78.1847,81.212,12,2,-3.97067,
Pd4Sc4Si4,62,oP12,0.0,metal,17.0025,5.8417,204.029,376.094,164.233,2.12227,34.2461,33.3863,3.48923,4.00574e-05,118.158,121.201,12,3,-5.34592,
Pd4Se8,61,oP12,0.4891,insulator-indirect,23.5976,6.19998,283.171,291.033,127.106,2.33249,35.8495,34.4289,2.16554,5.81311e-05,66.491,69.2347,12,2,-3.53738,
Pd4Si4Sr4,198,cP12,0.0,metal,23.3934,5.25527,280.72,237.101,103.519,2.12243,36.2326,34.9445,1.20107,5.7022e-05,63.4429,65.7817,12,3,-3.99816,
Pd4Si4Zr4,62,oP12,0.0,metal,16.6028,7.52472,199.233,436.936,190.877,2.12943,33.1618,32.5006,6.7752,3.16746e-05,149.884,152.933,12,3,-6.51072,
Pd4Si6Y6,63,oS32,0.0,metal,19.7174,5.93493,315.478,385.017,152.787,2.05991,45.4302,44.3329,4.07673,3.97672e-05,99.506,101.969,16,3,-6.06759,
Pd4Sn4,62,oP8,0.0,metal,20.5303,9.10292,164.242,178.916,89.5,2.52473,24.745,23.6033,0.677527,6.27456e-05,79.2355,83.0685,8,2,-3.51597,
Pd4Sn4,62,oP8,0.0,metal,20.2925,9.20956,162.34,222.897,111.5,2.59006,24.4635,23.3843,1.23528,5.8234e-05,88.087,92.1524,8,2,-3.67802,
Pd4Sn4Y4,62,oP12,0.0,metal,22.6447,7.67512,271.736,244.037,106.577,2.23564,35.984,34.8807,1.63572,4.65191e-05,84.7944,87.4765,12,3,-5.17162,
Pd4Sr2,227,cF24,0.0,metal,20.6166,8.06567,123.699,279.916,154.09,2.367,18.1066,17.2807,3.23128,6.62739e-05,67.5749,70.8049,6,2,-2.98342,
Pd4Tb4,62,oP8,0.0,metal,22.4136,9.82851,179.308,196.963,98.5,1.99723,24.1528,23.5095,1.82334,4.5152e-05,79.1746,81.3411,8,2,-4.54687,
Pd4Th4,62,oP8,0.0,metal,25.9388,10.833,207.51,157.007,78.5,2.11238,24.21,23.6842,1.09233,3.46881e-05,95.3325,97.449,8,2,-5.21377,
Pd4Y4Zn4,62,oP12,0.0,metal,19.6029,7.36082,235.234,198.005,86.4845,2.07085,36.4715,35.2658,0.818441,5.41294e-05,78.3527,81.0314,12,3,-3.92674,
Pd6S2,63,oS16,0.0,metal,15.903,9.16937,127.224,292.079,146.0,2.62323,23.9474,22.9508,1.94285,5.42133e-05,119.701,124.899,8,2,-3.2976,
Pd6S8Y2,223,cP16,0.0,metal,18.9003,5.89028,302.405,256.915,101.991,2.17332,47.851,46.3482,1.01228,4.91428e-05,92.7662,95.7739,16,3,-4.8008,
Pd6Si3,189,hP9,0.0,metal,14.2159,9.37915,127.943,303.966,146.148,2.46685,26.5146,25.7044,2.03844,4.20525e-05,161.08,166.157,9,2,-4.27392,
Pd6Te4,63,oS20,0.0,metal,19.909,9.58175,199.09,203.977,94.6884,2.53477,30.5913,29.3575,0.866806,5.41267e-05,94.7118,98.6925,10,2,-3.24432,
Pd6Tl2,139,tI16,0.0,metal,16.8236,12.9195,134.589,229.016,114.5,2.75249,24.5257,23.3543,1.28457,5.92631e-05,110.671,116.222,8,2,-2.84828,
Pd8S2,114,tP10,0.0,metal,15.116,10.0551,151.16,262.957,122.074,2.65653,30.2068,28.9337,1.22034,5.4208e-05,128.461,134.113,10,2,-3.17677,
Pd8Sb4,36,oS24,0.0,metal,17.7085,10.457,212.502,248.034,108.324,2.60327,36.269,34.8582,1.21501,5.09278e-05,114.925,119.576,12,2,-3.65312,
Pd8Sc16,227,cF96,0.0,metal,21.2338,5.11738,509.611,294.972,102.271,1.92301,70.5083,68.7207,1.54736,4.46736e-05,79.3229,81.3863,24,2,-4.96276,
Pd8Se2,114,tP10,0.0,metal,16.0503,10.4402,160.503,247.999,115.111,2.66604,30.3735,29.0529,1.14176,5.57388e-05,118.763,124.161,10,2,-3.0363,
Pd8Si4Tb4,62,oP16,0.0,metal,17.7722,9.33907,284.355,280.902,111.515,2.22341,47.32,46.0186,1.84059,4.19417e-05,117.26,120.576,16,3,-4.79772,
Pd8Si4Y4,62,oP16,0.0,metal,17.6977,7.73592,283.163,309.087,122.627,2.23082,46.9082,45.6134,2.00223,4.19615e-05,116.907,120.225,16,3,-5.25884,
Pr1Te1,221,cP2,0.0,metal,31.5506,7.06592,63.1012,185.02,146.835,2.15899,6.17935,5.89455,3.63328,7.31124e-05,38.2234,40.0702,2,2,-5.31361,
Pr1Tl3,221,cP4,0.0,metal,29.2976,10.6841,117.19,144.954,91.3443,2.51651,12.9312,11.8769,1.08623,0.000113965,30.7379,33.4663,4,2,-3.25463,
Pt10Se8,14,mP18,0.0,metal,18.9249,12.5892,340.649,245.998,93.8666,2.4657,53.8611,52.2938,1.33708,3.99987e-05,129.727,133.615,18,2,-3.90997,
Pt12Tl8,194,hP20,0.0,metal,19.8448,16.635,396.895,208.013,76.6279,2.77039,61.163,58.6637,0.825858,5.01168e-05,112.44,117.23,20,2,-3.25431,
Pt1Sb1Sc1,216,cF12,0.3973,insulator-indirect,22.0124,9.09756,66.0371,274.971,190.674,2.22629,8.87181,8.64274,6.8049,3.93297e-05,101.391,104.078,3,3,-5.44326,
Pt1Sb1Tb1,216,cF12,0.2756,insulator-direct,24.0282,10.9597,72.0846,234.017,162.247,2.22735,8.97759,8.7413,5.66714,4.00276e-05,92.5655,95.0676,3,3,-5.35501,
Pt1Sb1Y1,216,cF12,0.2921,insulator-direct,23.9472,9.37838,71.8415,252.062,174.727,2.20404,8.93148,8.6997,6.17021,3.98983e-05,91.672,94.1143,3,3,-5.96284,
Pt1Sb1Yb1,216,cF12,0.0,metal,24.9416,10.8716,74.8247,135.001,93.6038,2.34395,9.29063,8.91545,1.00753,5.87923e-05,66.7839,69.5942,3,3,-3.84236,
Pt1Sb2Zr6,189,hP9,0.0,metal,22.0699,8.2422,198.629,320.936,154.321,2.00735,26.0079,25.5411,5.91723,3.01527e-05,117.265,119.408,9,3,-7.7237,
Pt1Sc1,221,cP2,0.0,metal,18.3563,10.8574,36.7127,244.998,194.457,2.15088,5.95098,5.80991,6.36826,3.71953e-05,125.395,128.44,2,2,-5.61191,
Pt1Sn1Th1,216,cF12,0.5419,insulator-indirect,27.3898,11.0303,82.1694,206.025,142.832,2.26949,9.00428,8.79823,4.44481,3.39672e-05,98.6015,100.911,3,3,-5.54487,
Pt1Sn1Ti1,216,cF12,0.6452,insulator-indirect,20.6517,9.69385,61.9552,271.074,187.901,2.25264,8.85898,8.65279,6.19958,3.48772e-05,124.494,127.461,3,3,-4.80526,
Pt1Sn1U1,216,cF12,0.0,metal,26.2709,11.6263,78.8126,131.006,90.8303,2.35974,9.22393,8.91874,1.04703,4.77988e-05,76.6452,79.268,3,3,-6.02936,
Pt1Sn2,225,cF12,0.0,metal,23.9852,9.98023,71.9556,172.03,119.258,2.63805,9.28222,8.8623,1.41719,5.84974e-05,76.9344,80.5797,3,2,-4.05869,
Pt1Ti1,221,cP2,0.0,metal,16.4421,12.2701,32.8843,169.023,134.135,2.10415,6.02322,5.90784,2.13336,3.06561e-05,169.811,173.127,2,2,-5.03415,
Pt1V3,221,cP4,0.0,metal,15.3405,9.41503,61.3621,314.141,197.808,2.14508,11.7685,11.3899,5.81527,5.41158e-05,94.1745,97.3046,4,2,-5.99157,
Pt1Zn1,123,tP2,0.0,metal,13.9146,15.5419,27.8293,288.889,229.379,2.42519,5.91871,5.7384,7.97467,4.27981e-05,159.693,164.71,2,2,-2.7606,
