compound,spacegroup_relax,Pearson_symbol_relax,Egap,Egap_type,volume_atom,density,volume_cell,agl_debye,agl_acoustic_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_conductivity_300K,agl_thermal_expansion_300K,agl_bulk_modulus_isothermal_300K,agl_bulk_modulus_static_300K,natoms,nspecies,energy_atom,enthalpy_formation_atom
Pt2S2,131,tP4,0.8971,insulator-direct,19.0799,9.88452,76.3197,236.025,148.671,2.39629,11.9987,11.651,2.71238,4.09309e-05,123.456,127.14,4,2,-4.38325,
Pt2Sb2,194,hP4,0.0,metal,21.0432,12.5011,84.1726,176.022,110.873,2.38516,12.141,11.8026,1.63947,3.96431e-05,115.675,118.992,4,2,-4.32114,
Pt2Sc1Sn1,225,cF16,0.0,metal,18.3806,12.5084,73.5226,185.06,116.543,2.46897,12.1792,11.7848,1.47765,4.42663e-05,123.373,127.502,4,3,-4.89236,
Pt2Sc2Zn2,63,oS12,0.0,metal,17.5735,9.62003,105.441,271.951,149.687,2.1099,17.7799,17.3017,3.64881,4.32256e-05,109.684,112.716,6,3,-4.03376,
Pt2Si1,139,tI6,0.0,metal,15.4961,14.9402,46.4884,276.948,192.061,2.38543,8.83127,8.63667,6.15442,3.11941e-05,195.055,199.45,3,2,-4.95911,
Pt2Si2Th1,139,tI10,0.0,metal,18.4335,12.2223,92.1673,291.949,170.763,2.23801,14.6254,14.3292,6.06696,3.0496e-05,156.935,160.179,5,3,-5.88362,
Pt2Sn2,194,hP4,0.0,metal,21.024,12.3916,84.0962,207.981,131.032,2.66663,12.1707,11.7289,2.10653,4.62937e-05,110.716,114.887,4,2,-4.18214,
Pt2Th2,63,oS8,0.0,metal,26.0371,13.6203,104.148,158.978,100.164,2.13431,12.0559,11.8371,2.22373,2.866e-05,116.216,118.364,4,2,-6.03729,
Pt2Ti6,223,cP8,0.0,metal,16.9744,8.28563,135.795,364.953,182.5,2.0625,22.8306,22.3408,6.29015,3.49863e-05,133.39,136.315,8,2,-5.14413,
Pt2Tl4,140,tI12,0.0,metal,22.9487,14.5641,137.692,123.963,68.2398,2.95089,19.5343,17.8665,0.363046,0.000100305,53.1434,58.1041,6,2,-2.87162,
Pt2U2,63,oS8,0.0,metal,24.3018,14.7976,97.207,161.018,101.424,2.40172,12.2222,11.8358,1.77279,4.4989e-05,88.715,91.611,4,2,-7.00601,
Pt2V6,223,cP8,0.0,metal,14.19,10.1784,113.52,430.925,215.5,2.12131,22.1138,21.7224,9.42643,2.81507e-05,197.181,200.735,8,2,-6.06516,
Pt2W1,71,oI6,0.0,metal,15.3363,20.7178,46.0088,328.039,227.422,2.33412,8.62152,8.49214,14.6489,2.16345e-05,272.774,276.93,3,2,-6.22117,
Pt2Zr2,63,oS8,0.0,metal,19.1733,12.3982,76.693,256.969,161.9,2.10887,11.7793,11.5787,5.84434,2.72135e-05,159.986,162.758,4,2,-7.12094,
Pt3Sc1,221,cP4,0.0,metal,16.0832,16.2672,64.3327,279.025,175.759,2.35097,11.7713,11.5077,6.13564,3.2241e-05,178.007,182.084,4,2,-5.006,
Pt3Sn1,221,cP4,0.0,metal,16.6464,17.5557,66.5855,217.062,136.701,2.67156,12.0534,11.7028,2.47312,3.6889e-05,174.905,180.145,4,2,-3.96017,
Pt3Sn3U3,38,oS18,0.0,metal,23.8094,12.8283,214.284,207.989,99.996,2.32498,27.1949,26.3871,2.01265,4.33681e-05,90.9039,93.6865,9,3,-6.0998,
Pt3Sn3Y3,189,hP9,0.0,metal,22.0927,10.0889,198.835,252.957,121.63,2.22633,26.8036,26.0912,2.83601,4.04623e-05,98.9635,101.666,9,3,-5.64556,
Pt3Tb1,221,cP4,0.0,metal,17.2778,17.8808,69.1112,237.035,149.301,2.42346,11.9513,11.6461,4.25845,3.56708e-05,156.669,160.775,4,2,-4.87961,
Pt3Ti1,221,cP4,0.0,metal,15.348,17.1261,61.3919,329.939,207.887,2.39077,11.544,11.3173,9.66877,2.77147e-05,218.468,222.844,4,2,-4.77381,
Pt3V1,221,cP4,0.0,metal,15.0742,17.521,60.2966,297.056,187.098,2.56987,11.7445,11.4477,6.02183,3.40809e-05,192.429,197.417,4,2,-4.78501,
Pt3V1,139,tI8,0.0,metal,14.7918,17.8554,59.1672,299.012,188.358,2.4372,11.6726,11.4369,6.84777,2.79777e-05,231.156,235.922,4,2,-4.72301,
Pt3Y1,221,cP4,0.0,metal,17.2562,16.2188,69.0248,250.057,157.49,2.40099,11.9052,11.6056,4.61989,3.54981e-05,155.26,159.267,4,2,-5.31387,
Pt3Yb1,221,cP4,0.0,metal,17.3361,18.1587,69.3443,202.021,127.252,2.541,12.1519,11.7433,2.40977,4.5062e-05,133.674,138.326,4,2,-3.62266,
Pt3Zn1,221,cP4,0.0,metal,14.7384,18.3268,58.9535,226.956,143.001,2.51671,11.9894,11.6741,2.85416,3.53858e-05,193.79,199.024,4,2,-3.21297,
Pt3Zr1,221,cP4,0.0,metal,16.3038,17.2251,65.2154,308.004,194.028,2.34125,11.6203,11.4027,8.97856,2.69779e-05,207.522,211.483,4,2,-5.82659,
Pt4S4Sb4,198,cP12,0.0,metal,20.5217,9.41057,246.26,243.996,106.577,2.30592,35.9501,34.8764,1.64111,4.39096e-05,102.892,106.06,12,3,-4.37,
Pt4Sb4Se4,198,cP12,0.0,metal,21.8994,10.0039,262.793,230.01,100.462,2.32173,36.0962,35.0032,1.57388,4.42974e-05,95.7012,98.6895,12,3,-4.18715,
Pt4Sb8,205,cP12,0.0,metal,23.1919,10.4677,278.302,243.015,106.14,2.47347,36.0481,34.8851,1.82766,4.44363e-05,95.6703,98.8598,12,2,-4.4334,
Pt4Sc2Si2,63,oS16,0.0,metal,16.2011,11.8695,129.609,314.003,157.0,2.23359,23.2667,22.7593,4.53147,3.30237e-05,162.646,166.272,8,3,-5.58219,
Pt4Sc4Si4,62,oP12,0.0,metal,16.956,8.75289,203.473,349.058,152.44,2.13261,34.4568,33.7143,4.11265,3.41935e-05,141.5,144.616,12,3,-5.89622,
Pt4Se4Si4,29,oP12,0.8921,insulator-indirect,17.9025,9.34148,214.83,349.885,152.877,2.30438,34.6286,33.7134,4.0238,3.89572e-05,127.09,130.54,12,3,-4.8263,
Pt4Si4Th2,129,tP10,0.0,metal,18.3912,12.2503,183.912,307.031,142.497,2.27564,29.1167,28.5197,4.2788,3.03567e-05,160.054,163.404,10,3,-5.95456,
Pt4Si4Y2,129,tP10,0.0,metal,17.2342,10.3145,172.342,282.96,131.357,2.21355,29.4044,28.7404,2.74829,3.43559e-05,148.142,151.565,10,3,-5.99969,
Pt4Si4Y4,62,oP12,0.0,metal,18.694,9.24046,224.328,329.071,143.704,2.12227,34.7277,33.969,4.18421,3.47933e-05,126.787,129.618,12,3,-6.34994,
Pt4Si4Zr4,62,oP12,0.0,metal,16.4689,10.5667,197.627,396.054,172.969,2.13088,33.6863,33.0903,6.98688,2.80181e-05,174.489,177.632,12,3,-7.00506,
Pt4Sn4Sr4,62,oP12,0.0,metal,25.0153,8.88178,300.183,196.94,86.0477,2.35347,36.8273,35.2803,1.01876,6.07061e-05,62.7843,65.5373,12,3,-3.8425,
Pt4Sn4Tb4,62,oP12,0.0,metal,22.3973,11.6821,268.768,210.016,91.7259,2.26155,36.1339,35.1591,1.52535,4.03841e-05,100.574,103.362,12,3,-4.98831,
Pt4Sr2,227,cF24,0.0,metal,20.0357,13.1999,120.214,229.03,126.024,2.38306,18.0804,17.507,2.73477,4.51223e-05,105.413,108.866,6,2,-3.81826,
Pt4Ta2,63,oS12,0.0,metal,16.3208,19.3696,97.9249,262.009,144.184,2.26394,17.6171,17.3444,5.10075,2.29924e-05,239.141,242.9,6,2,-6.54274,
Pt4Tb2,227,cF24,0.0,metal,18.6973,16.2557,112.184,253.042,139.231,2.34005,17.7949,17.3895,4.30528,3.29721e-05,150.291,153.795,6,2,-5.00879,
Pt4Tb8,62,oP12,0.0,metal,25.1776,11.2767,302.132,166.015,72.5072,1.89497,36.2956,35.4731,1.2487,4.02812e-05,75.8695,77.6285,12,2,-5.19606,
Pt4Y12,62,oP16,0.0,metal,27.6152,6.94227,441.844,179.017,71.0362,1.78071,48.2109,47.1747,1.03128,4.07781e-05,63.6986,65.0978,16,2,-6.44851,
Pt4Y2,227,cF24,0.0,metal,18.6945,14.185,112.167,270.941,149.137,2.36053,17.713,17.3027,4.52981,3.32254e-05,149.867,153.42,6,2,-5.60512,
Pt4Y4,62,oP8,0.0,metal,22.0634,10.6871,176.507,209.935,105.0,2.03021,23.9637,23.4355,2.26747,3.6691e-05,100.419,102.683,8,2,-6.3077,
Pt4Y8,62,oP12,0.0,metal,25.1562,8.20498,301.874,200.95,87.7948,1.89843,36.0336,35.2242,1.60547,3.99863e-05,75.7924,77.534,12,2,-6.42223,
Pt4Yb2,227,cF24,0.0,metal,18.8724,16.5188,113.235,225.973,124.373,2.37183,18.0379,17.5162,3.06005,4.13248e-05,122.507,126.156,6,2,-3.72032,
Pt5Pu1,216,cF24,0.0,metal,16.9711,19.8872,101.827,267.964,147.486,2.53119,17.7181,17.3172,4.64639,3.02379e-05,194.27,198.766,6,2,-5.50757,
Pt6Sb4,72,oI20,0.0,metal,19.4075,14.1822,194.075,176.947,82.1561,2.53536,30.3876,29.5013,0.807631,3.90443e-05,135.534,139.606,10,2,-4.22172,
Pt6Sc4Si4,55,oP14,0.0,metal,16.4224,10.5643,229.914,366.934,152.273,2.18715,39.9143,39.0693,4.72565,3.27515e-05,155.263,158.621,14,3,-5.73169,
Pt6Sc6Sn6,190,hP18,0.0,metal,20.2929,9.78494,365.273,280.074,106.84,2.2762,53.2489,51.7856,1.99927,4.09241e-05,108.059,111.112,18,3,-5.09967,
Pt6Si3,189,hP9,0.0,metal,14.5456,15.9165,130.911,201.988,97.1115,2.39936,27.0299,26.4176,1.10811,3.17918e-05,209.933,214.799,9,2,-4.89088,
Pt6Th14,186,hP20,0.0,metal,30.715,11.9454,614.3,153.04,56.3657,2.04263,60.3661,59.2441,0.814413,3.06914e-05,88.1678,89.8376,20,2,-6.24606,
Pt6Y14,186,hP20,0.0,metal,26.6827,7.51529,533.655,182.998,67.4178,1.73772,60.1305,58.9245,1.03595,3.88341e-05,67.7021,69.0877,20,2,-6.42748,
Pt7Sb1,225,cF32,0.0,metal,15.9166,19.3969,127.333,169.942,85.0,2.61946,24.2615,23.6314,0.813297,3.35837e-05,198.137,203.42,8,2,-3.77238,
Pt8S8,84,tP16,0.6225,insulator-indirect,17.5198,10.7647,280.317,279.94,111.118,2.42258,47.4037,46.0389,1.70531,4.03173e-05,136.135,140.171,16,2,-4.33543,
Pt8V1,139,tI18,0.0,metal,15.27,19.4734,137.43,254.024,122.11,2.57514,26.6878,26.081,2.45724,2.98482e-05,228.095,233.402,9,2,-4.16988,
Pt8Zr16,227,cF96,0.0,metal,20.682,10.1039,496.368,200.968,69.6828,1.95643,71.6248,70.4443,0.897416,2.83048e-05,134.769,137.028,24,2,-7.56423,
Pt9Sc5Si7,174,hP21,0.0,metal,16.2571,10.5897,341.4,345.972,125.411,2.19989,60.3859,59.0839,2.95066,3.31206e-05,157.531,161.002,21,3,-5.6678,
Pu1Ru1,221,cP2,0.0,metal,17.3135,16.5507,34.6271,100.031,79.3701,2.3587,6.11781,5.96761,0.498391,3.52307e-05,158.638,162.631,2,2,-9.51567,
Pu1S1,225,cF8,0.0,metal,21.9899,10.4254,43.9798,238.999,189.694,2.11278,6.02663,5.82141,7.50128,5.44599e-05,71.1321,73.6397,2,2,-10.9584,
Pu1Se1,225,cF8,0.0,metal,25.466,10.5314,50.9321,209.99,166.677,2.24948,6.10675,5.86254,5.44778,6.0636e-05,59.1129,61.5753,2,2,-10.4013,
Pu1Te1,221,cP2,0.0,metal,27.3449,11.2847,54.6897,189.0,150.009,2.17095,6.12498,5.88887,5.06453,6.02533e-05,53.5116,55.6572,2,2,-9.70068,
Rb1,229,cI2,0.0,metal,90.295,1.57177,90.295,54.9616,55.0,1.72572,3.79897,2.99643,0.224737,0.000460893,1.71574,2.17527,1,1,-0.961854,0.0005
Rb12Sb4Se12,198,cP28,2.3059,insulator-indirect,39.7674,3.66879,1113.49,161.962,53.3493,2.13836,89.2098,82.9014,0.3037,0.000115214,18.9301,20.3706,28,3,-3.46043,-0.999806
Rb2S1,225,cF12,1.9724,insulator-indirect,39.983,2.81022,119.949,161.091,111.631,2.08751,9.88481,8.88907,1.07787,0.000170773,12.4548,13.8499,3,2,-3.02694,-1.00992
Rb2S2,71,oI8,1.7045,insulator-indirect,38.2959,2.54805,153.183,170.002,107.093,2.14622,12.9713,11.8318,0.844109,0.000144244,15.7189,17.2328,4,2,-3.45997,-0.915614
Rb2Se1,225,cF12,1.7992,insulator-indirect,44.6166,3.1002,133.85,139.941,97.0706,2.01801,9.86489,8.91629,0.973149,0.000167966,11.014,12.1858,3,2,-2.87016,-1.0677
Rb2Te1,225,cF12,1.8907,insulator-indirect,53.006,3.11745,159.018,119.021,82.51,2.08183,10.0473,8.94028,0.705985,0.000185627,8.83344,9.92726,3,2,-2.6999,-1.0112
Rb2Te4Y2,194,hP8,1.3624,insulator-indirect,37.9974,4.69325,303.979,201.0,100.5,1.9451,24.4425,23.4987,1.97686,6.75033e-05,30.6928,31.9255,8,3,-4.82665,-1.39956
Rb4S2,194,hP6,1.8928,insulator-direct,34.465,3.26015,206.79,144.882,79.7966,2.1203,19.9786,17.8232,0.455255,0.000180688,13.992,15.6842,6,2,-2.93822,-0.921195
Rb4Te2,194,hP6,1.3788,insulator-direct,44.2499,3.73433,265.499,117.093,64.3876,2.09089,20.0924,17.8858,0.393993,0.000186371,10.4495,11.7386,6,2,-2.64158,-0.952875
Rb6S6,189,hP12,1.5572,insulator-indirect,35.8117,2.7248,429.741,195.109,85.1741,2.10303,38.5113,35.3326,0.625174,0.00013736,17.2814,18.8361,12,2,-3.46451,-0.920155
Rb8Sb8,19,oP16,0.5447,insulator-direct,44.8073,3.83971,716.916,133.084,52.7811,2.09051,51.3627,47.5813,0.314214,0.000122304,15.6649,16.9098,16,2,-2.97386,-0.548019
Re10Si6,140,tI32,0.0,metal,13.9009,15.1598,222.414,359.987,142.866,2.09229,45.3346,44.7551,5.15328,2.05258e-05,282.132,285.785,16,2,-8.06743,
Re1Si2,139,tI6,0.0,metal,13.3658,10.0373,40.0973,480.045,332.813,2.15505,8.10281,7.95881,22.0265,2.77915e-05,211.327,215.15,3,2,-6.96695,
Re1Ti1,221,cP2,0.0,metal,15.7906,12.309,31.5813,255.999,203.187,1.88632,5.86522,5.79087,8.9481,2.25226e-05,211.359,214.073,2,2,-7.54018,
Re1Ti2,164,hP3,0.0,metal,16.6144,9.39492,49.8431,375.987,260.704,1.80953,8.44851,8.3393,19.3724,2.39862e-05,173.086,175.353,3,2,-6.66465,
Re2,194,hP2,0.0,metal,15.0991,20.4776,30.1981,369.042,292.875,2.04958,5.62415,5.57248,35.0688,1.50411e-05,344.476,347.67,2,1,-9.47529,
Re3Ru1,44,oI8,0.0,metal,14.7189,18.6055,58.8754,418.05,263.323,2.11241,11.032,10.9208,26.4135,1.60008e-05,335.489,338.903,4,2,-8.59199,
Re3Si3Ta3,189,hP9,0.0,metal,15.1913,14.4008,136.722,384.006,184.608,1.99376,25.2434,24.9375,10.9058,2.04089e-05,244.885,247.889,9,3,-8.83426,
Re3Si3Ti3,189,hP9,0.0,metal,14.8352,9.78238,133.516,484.924,233.164,1.99242,24.1324,23.8022,14.4911,2.31343e-05,210.464,213.384,9,3,-7.32589,
Re3Si3Zr3,189,hP9,0.0,metal,16.2861,10.3832,146.575,452.979,217.78,1.98579,24.4979,24.1758,14.296,2.2298e-05,201.304,203.986,9,3,-8.61532,
Re4S4Te4,216,cF48,0.1456,insulator-indirect,22.1014,8.6618,265.217,347.976,152.003,2.14379,34.4004,33.7297,5.67341,3.07262e-05,121.89,124.313,12,3,-5.96385,
Re4Si4,198,cP8,0.0,metal,13.8697,12.8276,110.957,342.014,171.0,2.06606,22.8493,22.5321,6.08509,2.25714e-05,255.589,259.187,8,2,-7.75414,
Re8Sc4,194,hP12,0.0,metal,17.7445,13.0188,212.934,297.015,129.727,1.99103,34.7459,34.3178,4.64636,2.07888e-05,211.821,214.463,12,2,-8.38755,
Re8Sc4,194,hP12,0.0,metal,17.7447,13.0186,212.937,295.999,129.29,1.99278,34.7608,34.331,4.59076,2.08355e-05,211.72,214.371,12,2,-8.38751,
Re8Tb4,194,hP12,0.0,metal,18.9943,15.4834,227.931,183.013,79.9326,1.90435,35.7806,35.3504,1.55916,2.11502e-05,192.14,194.479,12,2,-8.0706,
Re8Tb4,194,hP12,0.0,metal,18.9943,15.4834,227.931,183.013,79.9326,1.90435,35.7806,35.3504,1.55916,2.11502e-05,192.14,194.479,12,2,-8.0706,
Re8W4,194,hP12,0.0,metal,16.0471,19.1868,192.565,300.02,131.037,2.01921,34.6055,34.2776,5.9875,1.57277e-05,313.456,316.455,12,2,-9.65433,
Re8Y4,194,hP12,0.0,metal,18.9305,13.4882,227.166,221.995,96.9674,1.95676,35.486,35.0443,2.27555,2.13618e-05,194.027,196.473,12,2,-8.70632,
Re8Y4,194,hP12,0.0,metal,18.9445,13.4783,227.334,223.013,97.4042,1.95844,35.481,35.0378,2.30212,2.13947e-05,194.045,196.5,12,2,-8.70646,
Re8Zr4,194,hP12,0.0,metal,17.7472,14.4597,212.967,247.986,108.324,1.99654,35.1978,34.8099,2.98482,1.85301e-05,242.067,244.764,12,2,-9.54153,
Re8Zr4,194,hP12,0.0,metal,17.7702,14.441,213.242,244.009,106.577,1.99869,35.2364,34.847,2.83604,1.85662e-05,242.125,244.831,12,2,-9.54162,
Re8Zr4,194,hP12,0.0,metal,17.7471,14.4598,212.965,247.986,108.324,1.99855,35.2034,34.8138,2.97826,1.8569e-05,242.178,244.889,12,2,-9.54162,
Re8Zr4,194,hP12,0.0,metal,17.7537,14.4545,213.044,247.971,108.324,1.99834,35.2043,34.8146,2.97895,1.85689e-05,242.218,244.93,12,2,-9.54158,
Rh1Sb1Th1,216,cF12,0.77,insulator-indirect,26.1855,9.65367,78.5564,228.027,158.086,2.26055,8.95139,8.7521,5.01189,3.32827e-05,103.86,106.225,3,3,-5.78449,
Rh1Sb1U1,216,cF12,0.0,metal,24.6563,10.3869,73.9689,116.009,80.4299,2.34689,9.22391,8.9362,0.603802,4.52142e-05,86.087,88.8587,3,3,-6.26079,
Rh1Sc1,221,cP2,0.0,metal,17.2684,7.10923,34.5368,379.018,300.812,2.08427,5.68231,5.55578,15.2579,3.61699e-05,126.402,129.281,2,2,-5.58877,
Rh1Si3Tb1,107,tI10,0.0,metal,16.9688,6.77351,84.844,366.045,214.038,2.04434,14.2879,13.9612,7.22675,3.78554e-05,121.705,124.553,5,3,-5.75487,
Rh1Si3Th1,107,tI10,0.0,metal,18.1145,7.68553,90.5727,353.001,206.436,2.12217,14.339,14.0315,7.39433,3.4144e-05,132.184,135.081,5,3,-6.04637,
Rh1Tb1,221,cP2,0.0,metal,20.119,10.8052,40.238,221.031,175.408,1.99264,5.9786,5.8441,6.20747,3.81906e-05,103.461,105.842,2,2,-5.17407,
Rh1Ti2,139,tI6,0.0,metal,16.0901,6.83562,48.2704,452.022,313.399,1.86714,8.19067,8.06375,21.9605,2.79703e-05,151.874,154.264,3,2,-5.1482,
Rh1V1,123,tP2,0.0,metal,14.3502,8.90123,28.7004,401.078,318.274,2.45437,5.68754,5.50753,12.4472,4.37634e-05,146.339,151.122,2,2,-5.57764,
Rh1Y1,221,cP2,0.0,metal,20.0279,7.95165,40.0559,272.937,216.68,2.01561,5.89961,5.76515,8.35667,3.82273e-05,103.5,105.915,2,2,-6.08825,
Rh1Yb1,221,cP2,0.0,metal,19.6278,11.6727,39.2557,210.019,166.677,2.12293,6.10799,5.86313,4.84541,6.42261e-05,68.2185,71.0675,2,2,-2.97212,
Rh1Zn1,221,cP2,0.0,metal,13.1455,10.6289,26.2911,364.066,288.907,2.32273,5.7599,5.59151,11.1235,4.28727e-05,156.338,161.046,2,2,-2.73477,
Rh1Zr1,221,cP2,0.0,metal,17.7549,9.07787,35.5098,177.005,140.485,1.99039,6.00123,5.89935,2.27039,2.8655e-05,158.42,161.156,2,2,-6.98569,
Rh2Si2Tb1,139,tI10,0.0,metal,16.3417,8.554,81.7083,425.067,248.542,2.13728,13.8901,13.6137,12.3463,3.15181e-05,154.109,157.238,5,3,-5.80758,
Rh2Si2Th1,139,tI10,0.0,metal,17.5457,9.35088,87.7287,407.101,238.015,2.18109,13.98,13.7216,12.4583,2.86326e-05,162.994,166.063,5,3,-6.07275,
Rh2Si2Y1,139,tI10,0.0,metal,16.3192,7.14084,81.5959,461.94,270.179,2.13371,13.6513,13.3834,13.2643,3.11112e-05,153.533,156.605,5,3,-6.17579,
Rh2Sn4,140,tI12,0.0,metal,20.734,9.08421,124.404,245.884,135.379,2.57784,18.1644,17.435,2.05974,5.31929e-05,93.3726,97.2791,6,2,-4.11258,
Rh2Te2,194,hP4,0.0,metal,20.2477,9.45203,80.9907,205.918,129.772,2.49304,12.1395,11.7332,1.71526,4.55519e-05,109.431,113.221,4,2,-3.94468,
Rh2Th2,63,oS8,0.0,metal,24.8321,11.199,99.3282,185.982,117.173,2.11248,12.0068,11.7776,2.81029,3.05228e-05,112.501,114.69,4,2,-5.9316,
Rh2V6,223,cP8,0.0,metal,13.8445,7.66822,110.756,491.92,246.0,2.04678,21.4284,21.0824,11.062,2.66488e-05,198.736,201.997,8,2,-6.04529,
Rh2Zr2,123,tP2,0.0,metal,17.82,9.0447,71.28,212.976,169.058,1.97709,5.95333,5.85433,4.01195,2.82977e-05,158.28,160.957,4,2,-6.98236,
Rh3Sc1,221,cP4,0.0,metal,15.2353,9.63693,60.9413,384.886,242.535,2.21391,11.3213,11.0822,10.1346,3.22756e-05,169.768,173.43,4,2,-4.84554,
Rh3Si2Y1,191,hP6,0.0,metal,16.0055,7.84669,96.0331,460.971,253.698,2.15023,16.3725,16.0645,12.2862,2.9578e-05,165.946,169.127,6,3,-5.89582,
Rh3Sn3Tb3,189,hP9,0.0,metal,21.469,9.8106,193.221,231.028,111.053,2.14576,26.9355,26.242,2.18837,4.0566e-05,98.6602,101.267,9,3,-4.97259,
Rh3Sn3Th3,189,hP9,0.0,metal,23.8828,10.5135,214.945,248.967,119.707,2.21208,26.7036,26.1188,3.16686,3.34127e-05,110.607,113.084,9,3,-5.4863,
Rh3Sn3Y3,189,hP9,0.0,metal,21.4004,8.03101,192.603,263.015,126.437,2.15714,26.7143,26.022,2.60334,4.06387e-05,98.4207,101.039,9,3,-5.585,
Rh3Sn3Zr3,189,hP9,0.0,metal,19.4435,8.90517,174.991,296.956,142.783,2.20366,26.3196,25.754,3.49046,3.28879e-05,135.553,138.53,9,3,-6.10287,
Rh3Ta1,221,cP4,0.0,metal,14.6996,13.8287,58.7984,430.923,271.513,2.22488,11.0263,10.8604,19.2166,2.27923e-05,246.272,250.035,4,2,-6.08064,
Rh3Th1,221,cP4,0.0,metal,18.8458,11.9118,75.383,257.977,162.53,2.46803,11.9109,11.5805,3.94551,3.86367e-05,132.914,136.706,4,2,-5.01387,
Rh3Ti1,221,cP4,0.0,metal,14.3491,10.3173,57.3964,462.095,291.042,2.24092,10.8998,10.7053,16.8462,2.68678e-05,212.428,216.287,4,2,-4.78279,
Rh3Zr1,221,cP4,0.0,metal,15.365,10.8056,61.4601,416.019,262.064,2.22127,11.1304,10.9329,14.3826,2.69925e-05,199.539,203.145,4,2,-5.77812,
Rh4S4Sb4,198,cP12,0.8867,insulator-indirect,18.883,7.52503,226.596,379.11,165.543,2.35616,34.3447,33.3477,4.21532,4.19191e-05,113.064,116.444,12,3,-4.69816,
Rh4S8,205,cP12,0.0,metal,16.0268,5.76851,192.322,328.017,143.267,2.2029,35.0253,33.9979,1.94679,4.52024e-05,117.979,121.545,12,2,-4.49056,
Rh4Sb12,204,cI32,0.0,metal,25.6019,7.59113,409.631,285.094,113.102,2.33833,47.4296,45.9669,2.2737,4.4858e-05,80.2701,82.8244,16,2,-4.50305,
Rh4Sb12,204,cI32,0.0,metal,25.6007,7.59149,409.612,284.982,113.102,2.3377,47.4306,45.9684,2.275,4.48496e-05,80.2721,82.8255,16,2,-4.50305,
Rh4Sb12,204,cI32,0.0,metal,25.5951,7.59317,409.521,284.945,113.102,2.33763,47.4254,45.9657,2.27515,4.4802e-05,80.3077,82.858,16,2,-4.50303,
Rh4Sb4Se4,198,cP12,0.6407,insulator-indirect,20.3851,8.244,244.622,335.096,146.325,2.37086,34.9823,33.9193,3.48454,4.35448e-05,103.373,106.612,12,3,-4.46715,
Rh4Sb4Tb4,62,oP12,0.0,metal,21.4437,9.90112,257.325,243.957,106.577,2.19834,35.7599,34.8729,2.03357,3.81252e-05,107.562,110.298,12,3,-5.25702,
Rh4Sb8,14,mP12,0.0,metal,22.385,8.56556,268.62,302.028,131.911,2.35384,35.3161,34.2956,3.04865,4.16554e-05,99.0808,102.029,12,2,-4.55605,
Rh4Sc4Si4,62,oP12,0.0,metal,16.3205,5.96729,195.846,462.075,201.797,2.05849,32.7594,32.1137,6.68522,3.24006e-05,141.945,144.799,12,3,-5.92389,
Rh4Si4,198,cP8,0.0,metal,12.9314,8.41039,103.451,444.095,222.0,2.29356,22.0503,21.5941,6.35458,3.05302e-05,213.802,218.319,8,2,-5.47906,
Rh4Si4Ta4,62,oP12,0.0,metal,14.8127,11.6564,177.752,418.999,183.015,2.09121,33.2382,32.7506,8.25439,2.36368e-05,223.39,226.716,12,3,-7.32888,
Rh4Si4Ti4,62,oP12,0.0,metal,14.819,6.68185,177.828,490.119,214.027,2.26873,32.4036,31.6716,6.35475,3.36429e-05,164.662,168.468,12,3,-5.70847,
Rh4Si4Y4,62,oP12,0.0,metal,18.0181,6.75522,216.217,379.899,165.98,2.04063,34.0235,33.3161,4.89869,3.44473e-05,124.349,126.989,12,3,-6.30112,
Rh4Si4Y4,62,oP12,0.0,metal,18.0801,6.73204,216.961,388.979,169.911,2.02803,33.8826,33.1952,5.32446,3.37993e-05,125.721,128.324,12,3,-6.31961,
Rh4Si4Zr4,62,oP12,0.0,metal,16.1188,7.63063,193.426,456.975,199.613,2.07182,32.7365,32.19,8.0171,2.71765e-05,173.481,176.426,12,3,-7.04796,
Rh4Si6Y6,63,oS32,0.0,metal,19.1392,6.03841,306.228,409.041,162.312,2.0179,44.8231,43.8846,5.00075,3.51046e-05,112.479,114.884,16,3,-6.43774,
Rh4Sn4,198,cP8,0.0,metal,17.9545,10.2472,143.636,286.11,143.0,2.52489,23.724,22.9759,2.60165,4.24512e-05,130.432,134.678,8,2,-4.19374,
Rh4Sn8,64,oS24,0.0,metal,21.6381,8.70469,259.657,257.044,112.255,2.4536,36.0761,34.7699,1.66802,5.03306e-05,89.6833,93.0526,12,2,-4.13567,
Rh4Sr2,227,cF24,0.0,metal,19.3795,8.3809,116.277,250.808,138.131,2.78219,18.5918,17.4286,1.57174,7.71984e-05,74.4583,79.4278,6,2,-3.4854,
Rh4Tb2,227,cF24,0.0,metal,17.7046,11.403,106.228,287.016,157.942,2.16658,17.5971,17.2193,4.84791,3.34993e-05,143.109,146.249,6,2,-4.88035,
Rh4Tb4Zn4,62,oP12,0.0,metal,18.7023,9.68416,224.427,226.956,99.1514,2.00511,36.0084,35.0271,1.63393,4.6084e-05,92.5911,95.1851,12,3,-3.77015,
Rh4Te8,205,cP12,0.0,metal,23.0931,8.58335,277.117,271.022,118.37,2.34399,35.762,34.6242,2.32316,4.60671e-05,87.3202,90.1896,12,2,-3.86078,
